Date,Close,Volume,Stock,pred_sum,Prediction,Confidence_Level,Stop_Loss,Predicted_Change,Predicted_Change_Ratio,Predicted_Next_Date
2021-04-08,134.9499969482422,606110.0,DTE,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,97.62000274658203,4856055.0,DUK,3,Up,0.6843796372413635,95.6535537413876,98.8013811562458,0.012101806765264891,2021-04-09
2021-04-08,42.939998626708984,1406563.0,DRE,3,Up,0.6945088505744934,42.07946927111297,43.38323987442889,0.010322339587691631,2021-04-09
2021-04-08,75.36000061035156,2459596.0,DD,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,31.459999084472656,1542370.0,DXC,3,Up,0.6923990646998087,30.038639657772347,32.32684454094368,0.02755389325166458,2021-04-09
2021-04-08,126.66000366210938,778841.0,DGX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,187.32000732421875,7470506.0,DIS,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,75.12000274658203,1644721.0,ED,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,110.02999877929688,661208.0,EMN,3,Up,0.7637326916058859,107.740439172138,111.29115531552601,0.011461933565579953,2021-04-09
2021-04-08,139.89999389648438,1743311.0,ETN,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,62.189998626708984,3948394.0,EBAY,3,Up,0.6754857699076334,60.96902783497493,63.30714609453129,0.017963458634689865,2021-04-09
2021-04-08,215.97000122070312,646149.0,ECL,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,60.33000183105469,1617006.0,EIX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,84.16000366210938,2461223.0,EW,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,141.5500030517578,1776000.0,EA,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,91.04000091552734,2360410.0,EMR,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,101.27999877929688,770262.0,ETR,0,Down,0.6755082011222839,103.90338277454732,100.30357331499212,-0.009640851856964575,2021-04-09
2021-04-08,72.19000244140625,4445175.0,EOG,3,Up,0.7312560280164083,69.56420132106945,73.24041513346732,0.014550667080440368,2021-04-09
2021-04-08,183.74000549316406,728446.0,EFX,0,Down,0.6889789601167042,201.91028491292872,181.0561055668265,-0.014607052607481496,2021-04-09
2021-04-08,687.6900024414062,362465.0,EQIX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,71.76000213623047,1470588.0,EQR,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,281.5799865722656,325432.0,ESS,3,Up,0.7354488174120585,274.3807757005257,283.7452380219824,0.00768964966606771,2021-04-09
2021-04-08,298.5799865722656,846465.0,EL,3,Up,0.7656133969624838,293.23069954648315,300.7464374734061,0.007255847674224818,2021-04-09
2021-04-08,60.900001525878906,1308523.0,EVRG,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,87.23999786376953,940807.0,ES,3,Up,0.6814192732175192,85.23338944398473,88.44839800926847,0.013851446298588076,2021-04-09
2021-04-08,44.900001525878906,5482552.0,EXC,3,Up,0.6920871734619141,43.858956284966105,45.29684272890457,0.00883833384274925,2021-04-09
2021-04-08,174.57000732421875,2553307.0,EXPE,3,Up,0.7579613327980042,170.01737740998934,176.66826734099865,0.012019590586846445,2021-04-09
2021-04-08,108.48999786376953,825023.0,EXPD,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,137.5800018310547,487846.0,EXR,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,75.19999694824219,3175973.0,FANG,3,Up,0.7578252156575521,72.13436787937613,77.10412136870235,0.02532080449113198,2021-04-09
2021-04-08,211.5500030517578,979001.0,FFIV,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,313.0199890136719,20431395.0,FB,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,105.18000030517578,604829.0,FRT,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,284.44000244140625,2275952.0,FDX,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,148.8800048828125,4485732.0,FIS,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,38.13999938964844,3341167.0,FITB,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,34.9900016784668,2378678.0,FE,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,170.22000122070312,772844.0,FRC,3,Up,0.690021812915802,167.10512210641951,171.3343587613567,0.006546572275068398,2021-04-09
2021-04-08,124.1500015258789,2952274.0,FISV,3,Up,0.7403216361999512,121.42404584615505,124.833943765972,0.005508999047015888,2021-04-09
2021-04-08,283.2900085449219,305500.0,FLT,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,57.709999084472656,879988.0,FLIR,3,Up,0.6905473073323568,56.20587004007682,58.264947999183036,0.009616165716760357,2021-04-09
2021-04-08,39.790000915527344,853399.0,FLS,3,Up,0.7311562895774841,38.560981877311654,40.28625693215927,0.012471877487147084,2021-04-09
2021-04-08,111.48999786376953,645066.0,FMC,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,12.510000228881836,50492357.0,F,3,Up,0.7429461280504862,12.250643407555318,12.685293019567064,0.014012213227664782,2021-04-09
2021-04-08,196.5800018310547,765129.0,FTNT,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,70.25,2970575.0,FTV,3,Up,0.6783034006754557,68.6985063637087,71.07217244629756,0.011703522367224922,2021-04-09
2021-04-08,98.44000244140625,841548.0,FBHS,0,Down,0.678652395804723,100.41610763816048,96.59186172374486,-0.01877428557319931,2021-04-09
2021-04-08,37.0,3125515.0,FOXA,3,Up,0.7273083130518595,35.99838818185866,38.47506819661961,0.03986670801674619,2021-04-09
2021-04-08,35.630001068115234,1298221.0,FOX,3,Up,0.7024832169214884,34.65795558054228,36.754190761335515,0.03155177264999581,2021-04-09
2021-04-08,34.369998931884766,14722495.0,FCX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,7.71999979019165,5184159.0,FTI,3,Up,0.7250680724779764,6.710672138794114,7.926715244077583,0.026776613925374337,2021-04-09
2021-04-08,2250.429931640625,1402540.0,GOOGL,0,Down,0.7078337768713634,2286.3966319623187,2211.785722173105,-0.017171922984221568,2021-04-09
2021-04-08,2265.43994140625,1358259.0,GOOG,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,44.56999969482422,3856456.0,GLW,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,31.40999984741211,5283502.0,GPS,3,Up,0.7399953405062357,30.587696583148276,32.030912646534,0.019767997521115868,2021-04-09
2021-04-08,135.6300048828125,643463.0,GRMN,3,Up,0.6752011974652609,133.29303882545415,137.46471667646463,0.01352732970287346,2021-04-09
2021-04-08,184.11000061035156,887427.0,GD,3,Up,0.6848153074582418,180.3655897305094,186.02441495050195,0.010398209406354011,2021-04-09
2021-04-08,13.449999809265137,54918981.0,GE,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,60.95000076293945,3236736.0,GIS,3,Up,0.683064341545105,59.72447421547848,61.5775907826455,0.01029680085070075,2021-04-09
2021-04-08,60.09000015258789,18614772.0,GM,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,115.72000122070312,614214.0,GPC,3,Up,0.711377481619517,113.2052488006434,116.38257644993055,0.005725675961269216,2021-04-09
2021-04-08,65.0199966430664,6778517.0,GILD,3,Up,0.6864563624064127,63.250766534024855,65.64391219797328,0.009595748802201933,2021-04-09
2021-04-08,97.9800033569336,218980.0,GL,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,212.80999755859375,901524.0,GPN,3,Up,0.7297898332277933,207.8650103976785,215.11784132204406,0.010844620976112223,2021-04-09
2021-04-08,331.1400146484375,2402755.0,GS,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,397.9100036621094,294102.0,GWW,3,Up,0.7539765437444051,389.87414922448994,400.6153950301842,0.006799003149395834,2021-04-09
2021-04-08,22.520000457763672,1381096.0,HRB,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,21.350000381469727,6931531.0,HAL,3,Up,0.7779374122619629,20.580670871981358,21.85906146911065,0.023843610236314126,2021-04-09
2021-04-08,19.93000030517578,2631082.0,HBI,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,66.55999755859375,2338848.0,HIG,3,Up,0.6799969871838888,65.06418449582077,69.11171767026977,0.03833714250709981,2021-04-09
2021-04-08,96.20999908447266,1724337.0,HAS,3,Up,0.6726406017939249,93.15372944056679,96.77199980564002,0.005841396180389966,2021-04-09
2021-04-08,188.0399932861328,1110361.0,HCA,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,68.66999816894531,949731.0,HSIC,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,160.11000061035156,995336.0,HSY,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,73.43000030517578,2600107.0,HES,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,15.739999771118164,7852577.0,HPE,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,124.75,1824198.0,HLT,3,Up,0.7240620255470276,122.08004196505239,126.15581677894488,0.011269072376311657,2021-04-09
2021-04-08,35.849998474121094,1424756.0,HFC,3,Up,0.7402729590733846,34.464659522794655,36.784754465388886,0.02607408733762038,2021-04-09
